Student,Semester,Math,Physics,Chemistry,Biology,English
Nicholas Young,Semester 8,,56.0,,74.0,97.0
Nicholas Young,Semester 4,51.0,,,,
Nicholas Young,Semester 2,,65.0,98.0,43.0,
Nicholas Young,Semester 6,,65.0,85.0,,
Rebecca Butler,Semester 3,30.0,45.0,86.0,,
Rebecca Butler,Semester 7,47.0,66.0,,93.0,
Rebecca Butler,Semester 6,88.0,80.0,,58.0,37.0
Rebecca Butler,Semester 4,34.0,88.0,,79.0,
Rebecca Butler,Semester 8,,,,75.0,
Rebecca Butler,Semester 5,,79.0,59.0,83.0,
Mike Rodriguez,Semester 6,,,,94.0,86.0
Mike Rodriguez,Semester 7,,100.0,100.0,94.0,36.0
Melanie Nguyen,Semester 1,,57.0,,39.0,
Alexandra Hart,Semester 8,53.0,,,,
Alexandra Hart,Semester 6,96.0,,87.0,,
Alexandra Hart,Semester 3,53.0,,90.0,,94.0
Gregory Pierce,Semester 1,58.0,,,,50.0
Gregory Pierce,Semester 7,,53.0,83.0,69.0,
Gregory Pierce,Semester 4,58.0,,31.0,73.0,32.0
Gregory Pierce,Semester 3,76.0,90.0,89.0,,55.0
Gregory Pierce,Semester 2,71.0,41.0,46.0,79.0,
Gregory Pierce,Semester 8,,66.0,,,66.0
Gregory Pierce,Semester 5,,62.0,41.0,92.0,84.0
Gregory Pierce,Semester 6,,,,50.0,78.0
Thomas Miller,Semester 5,61.0,,43.0,31.0,54.0
Samantha Wiggins,Semester 6,,85.0,52.0,51.0,97.0
Samantha Wiggins,Semester 5,45.0,,,78.0,57.0
Samantha Wiggins,Semester 8,94.0,,74.0,,68.0
Samantha Wiggins,Semester 1,,,,80.0,
Samantha Wiggins,Semester 3,41.0,84.0,,72.0,63.0
Adam Lynch,Semester 4,,44.0,38.0,85.0,86.0
Adam Lynch,Semester 2,,83.0,97.0,,81.0
Adam Lynch,Semester 1,70.0,80.0,,,
Jennifer Hall,Semester 5,,36.0,,66.0,
Jennifer Hall,Semester 7,,37.0,,,
Jennifer Hall,Semester 1,,,,,36.0
Jennifer Hall,Semester 3,,,,60.0,
Jennifer Hall,Semester 6,,67.0,,,56.0
Jennifer Hall,Semester 4,83.0,85.0,,,61.0
Jennifer Hall,Semester 2,,,44.0,89.0,
Jennifer Hall,Semester 8,,100.0,,87.0,
Mason Harrell,Semester 5,,84.0,40.0,,
Mason Harrell,Semester 2,,,58.0,,68.0
Mason Harrell,Semester 8,,,,,58.0
Mason Harrell,Semester 7,75.0,,33.0,92.0,86.0
Robert Graham,Semester 3,94.0,61.0,72.0,43.0,
Robert Graham,Semester 6,96.0,31.0,45.0,,82.0
Robert Graham,Semester 1,,67.0,48.0,32.0,
Robert Graham,Semester 5,,,73.0,84.0,54.0
Robert Graham,Semester 2,,,69.0,,
Robert Graham,Semester 4,31.0,56.0,81.0,,
Angela Cruz,Semester 3,,52.0,44.0,42.0,
Angela Cruz,Semester 2,,82.0,83.0,55.0,36.0
Angela Cruz,Semester 1,,,63.0,,
Angela Cruz,Semester 6,,38.0,54.0,45.0,
Angela Cruz,Semester 5,,,,42.0,47.0
Angela Cruz,Semester 4,,,,,30.0
William Moon,Semester 7,,34.0,,44.0,67.0
William Moon,Semester 3,,98.0,,76.0,
William Moon,Semester 6,,61.0,68.0,67.0,
William Moon,Semester 8,44.0,,,,60.0
William Moon,Semester 1,94.0,,,54.0,74.0
Leonard Sherman,Semester 5,,53.0,,94.0,
Leonard Sherman,Semester 4,,76.0,,42.0,30.0
Leonard Sherman,Semester 2,,46.0,42.0,,72.0
Leonard Sherman,Semester 7,86.0,,,52.0,
Leonard Sherman,Semester 1,94.0,68.0,41.0,74.0,
Leonard Sherman,Semester 6,50.0,59.0,76.0,,
Tanya Gomez,Semester 8,,90.0,99.0,66.0,
Tanya Gomez,Semester 3,38.0,,82.0,,94.0
Tanya Gomez,Semester 4,,36.0,62.0,,
Tanya Gomez,Semester 5,95.0,,55.0,49.0,85.0
Tanya Gomez,Semester 2,,61.0,,40.0,
Tanya Gomez,Semester 1,74.0,,97.0,96.0,
Tanya Gomez,Semester 6,,,38.0,99.0,65.0
Lindsey Silva,Semester 1,,,,,
Lindsey Silva,Semester 3,94.0,100.0,,,63.0
Lindsey Silva,Semester 2,54.0,,100.0,82.0,
Lindsey Silva,Semester 6,,,,38.0,
Amy Henry,Semester 1,30.0,83.0,,33.0,
Amy Henry,Semester 2,,54.0,,69.0,78.0
Amy Henry,Semester 8,70.0,,47.0,95.0,63.0
Amy Henry,Semester 7,,46.0,68.0,,
Benjamin Moore,Semester 8,,,,73.0,38.0
Benjamin Moore,Semester 3,63.0,,,69.0,
Benjamin Moore,Semester 7,45.0,,42.0,59.0,37.0
Benjamin Moore,Semester 5,,90.0,,67.0,64.0
Paula Trevino,Semester 7,,,,88.0,56.0
Paula Trevino,Semester 1,,82.0,84.0,,
Paula Trevino,Semester 4,,,,92.0,
Paula Trevino,Semester 6,,73.0,,,61.0
Paula Trevino,Semester 5,44.0,,,82.0,
Paula Trevino,Semester 2,,,41.0,85.0,
Paula Trevino,Semester 3,,,46.0,,59.0
Cody Powell,Semester 2,55.0,85.0,,,
Cody Powell,Semester 6,,65.0,84.0,,52.0
Cody Powell,Semester 5,,,33.0,,78.0
Cody Powell,Semester 4,,,95.0,,76.0
Cody Powell,Semester 3,,,33.0,40.0,
Christopher Lopez,Semester 6,,,62.0,89.0,53.0
Brian Murray,Semester 8,77.0,,59.0,36.0,45.0
Brian Murray,Semester 2,67.0,,53.0,87.0,43.0
Brian Murray,Semester 6,56.0,32.0,,90.0,
Brian Murray,Semester 1,,,,,47.0
Brian Murray,Semester 3,77.0,54.0,,32.0,66.0
Brian Murray,Semester 4,69.0,,38.0,,76.0
Mrs. Michele Anderson,Semester 2,86.0,,,90.0,45.0
Gilbert Haney,Semester 5,,69.0,,,61.0
Gilbert Haney,Semester 7,68.0,,,,73.0
Gilbert Haney,Semester 4,71.0,,50.0,,50.0
Gilbert Haney,Semester 2,,43.0,98.0,96.0,
Gilbert Haney,Semester 1,33.0,,,79.0,
Gilbert Haney,Semester 6,67.0,,,67.0,77.0
Gilbert Haney,Semester 3,,41.0,98.0,,98.0
Gilbert Haney,Semester 8,,,32.0,,
Richard Hood,Semester 8,37.0,,,76.0,48.0
Richard Hood,Semester 1,45.0,90.0,,58.0,100.0
Richard Hood,Semester 3,,97.0,,78.0,
Taylor Morgan,Semester 7,57.0,70.0,,47.0,
Taylor Morgan,Semester 2,,,,54.0,78.0
Taylor Morgan,Semester 3,99.0,,,78.0,82.0
Taylor Morgan,Semester 6,,,,,
Thomas James,Semester 5,91.0,,32.0,,
Thomas James,Semester 4,40.0,,,,76.0
Thomas James,Semester 1,66.0,,41.0,,
Thomas James,Semester 2,68.0,47.0,51.0,,85.0
Thomas James,Semester 3,,,,,34.0
Richard Barber,Semester 2,69.0,,,,54.0
Richard Barber,Semester 4,,53.0,,71.0,46.0
Richard Barber,Semester 5,45.0,,79.0,,30.0
Richard Barber,Semester 8,46.0,,,,72.0
Richard Barber,Semester 3,,70.0,39.0,94.0,78.0
Richard Barber,Semester 7,,78.0,,,
Richard Brock,Semester 7,,30.0,56.0,,
Richard Brock,Semester 6,35.0,,43.0,,
Denise Bullock,Semester 1,,74.0,96.0,,
Denise Bullock,Semester 4,74.0,40.0,96.0,,
Denise Bullock,Semester 2,,78.0,,,45.0
Denise Bullock,Semester 8,35.0,,,54.0,
Denise Bullock,Semester 6,77.0,75.0,,93.0,
Denise Bullock,Semester 5,,40.0,,100.0,
Denise Bullock,Semester 3,57.0,60.0,,,
Denise Bullock,Semester 7,55.0,,61.0,63.0,
Charles Fox,Semester 5,37.0,51.0,61.0,,
Charles Fox,Semester 2,86.0,,,53.0,67.0
Charles Fox,Semester 4,,74.0,,,36.0
Charles Fox,Semester 1,63.0,,33.0,40.0,
Charles Fox,Semester 3,48.0,,68.0,,92.0
Charles Fox,Semester 6,87.0,,,30.0,
Charles Fox,Semester 7,,88.0,79.0,,
Diane Miller,Semester 2,,,,,54.0
Diane Miller,Semester 8,75.0,61.0,,77.0,77.0
Jeffrey Lam,Semester 5,100.0,,,73.0,
Patrick Wade,Semester 1,79.0,85.0,77.0,73.0,66.0
Veronica Thompson,Semester 2,30.0,,34.0,,44.0
Veronica Thompson,Semester 1,53.0,,,99.0,100.0
Veronica Thompson,Semester 7,95.0,47.0,47.0,35.0,
Veronica Thompson,Semester 4,78.0,,,72.0,70.0
Veronica Thompson,Semester 5,88.0,,,54.0,
Veronica Thompson,Semester 3,,57.0,,81.0,51.0
Veronica Thompson,Semester 6,,,62.0,,30.0
Taylor Nichols,Semester 2,,,,83.0,
Taylor Nichols,Semester 3,32.0,,58.0,85.0,43.0
Taylor Nichols,Semester 8,,92.0,,53.0,
Taylor Nichols,Semester 6,39.0,79.0,,94.0,50.0
Taylor Nichols,Semester 1,,,43.0,,
Taylor Nichols,Semester 7,66.0,,73.0,78.0,82.0
Taylor Nichols,Semester 4,92.0,58.0,50.0,,91.0
Sierra Torres,Semester 4,78.0,,,75.0,92.0
Sierra Torres,Semester 2,,,,78.0,32.0
Sierra Torres,Semester 7,56.0,,73.0,,
Justin Howard,Semester 3,38.0,,36.0,,100.0
Justin Howard,Semester 6,,58.0,,30.0,
Justin Howard,Semester 1,51.0,,,,71.0
Justin Howard,Semester 4,,,90.0,55.0,95.0
Justin Howard,Semester 7,,,33.0,,35.0
Justin Howard,Semester 8,,,,40.0,48.0
Justin Howard,Semester 5,,67.0,37.0,79.0,
Justin Howard,Semester 2,,,,91.0,
Thomas Robinson,Semester 7,38.0,45.0,48.0,80.0,87.0
Thomas Robinson,Semester 3,62.0,33.0,,30.0,
Thomas Robinson,Semester 2,46.0,,54.0,34.0,
Thomas Robinson,Semester 8,79.0,100.0,,59.0,
Thomas Robinson,Semester 5,56.0,70.0,,,56.0
Thomas Robinson,Semester 4,45.0,,42.0,65.0,79.0
Cheryl Black,Semester 4,34.0,,94.0,47.0,38.0
Cheryl Black,Semester 2,,67.0,99.0,,89.0
Cheryl Black,Semester 1,91.0,85.0,81.0,43.0,59.0
Cheryl Black,Semester 6,51.0,60.0,,,63.0
Cheryl Black,Semester 7,,,67.0,,34.0
Cheryl Black,Semester 8,77.0,48.0,49.0,40.0,71.0
Cheryl Black,Semester 5,74.0,,35.0,49.0,
Jill Bailey,Semester 3,66.0,32.0,,44.0,
Jill Bailey,Semester 4,,77.0,67.0,72.0,77.0
Jill Bailey,Semester 5,,,,31.0,
Jill Bailey,Semester 8,,87.0,72.0,68.0,87.0
Jill Bailey,Semester 6,51.0,74.0,78.0,,
Jill Bailey,Semester 7,75.0,,73.0,,42.0
Abigail Fisher,Semester 8,,64.0,73.0,,43.0
Abigail Fisher,Semester 7,67.0,39.0,40.0,,31.0
Abigail Fisher,Semester 2,71.0,34.0,93.0,,
Abigail Fisher,Semester 5,,76.0,56.0,72.0,
Ronnie Vargas,Semester 6,75.0,,34.0,51.0,63.0
Ronnie Vargas,Semester 7,100.0,,,,66.0
Ronnie Vargas,Semester 8,79.0,,,63.0,35.0
Jerry Myers,Semester 4,44.0,,,68.0,
Jerry Myers,Semester 1,39.0,,73.0,,
Jennifer Anderson PhD,Semester 6,32.0,68.0,36.0,,32.0
Jennifer Anderson PhD,Semester 5,,51.0,,,
Jennifer Anderson PhD,Semester 8,35.0,50.0,,,32.0
Jennifer Anderson PhD,Semester 4,,,,,83.0
Jennifer Anderson PhD,Semester 3,,76.0,,95.0,
Jennifer Anderson PhD,Semester 1,,,82.0,,
Jennifer Anderson PhD,Semester 2,70.0,,56.0,,60.0
Jennifer Anderson PhD,Semester 7,,,,,
Adam Estes,Semester 6,,,82.0,75.0,91.0
Adam Estes,Semester 1,57.0,66.0,60.0,,41.0
Adam Estes,Semester 2,,74.0,,80.0,
Adam Estes,Semester 8,,79.0,,78.0,
Adam Estes,Semester 7,67.0,,37.0,,45.0
Adam Estes,Semester 5,75.0,64.0,99.0,93.0,
Adam Estes,Semester 3,92.0,43.0,99.0,89.0,83.0
Nicholas Kramer,Semester 5,,68.0,,30.0,72.0
Nicholas Kramer,Semester 7,,61.0,,,
Nicholas Kramer,Semester 1,,,78.0,83.0,60.0
Nicholas Kramer,Semester 4,,90.0,52.0,,
Nicholas Kramer,Semester 2,,41.0,84.0,37.0,57.0
Kevin Beltran,Semester 1,,67.0,49.0,,
Kevin Beltran,Semester 3,,59.0,,,33.0
Kevin Beltran,Semester 6,,,56.0,81.0,
Kevin Beltran,Semester 8,40.0,43.0,,64.0,
Kevin Beltran,Semester 5,30.0,,,40.0,79.0
Kevin Beltran,Semester 2,,32.0,96.0,,81.0
Gregory Wolf,Semester 4,48.0,45.0,,100.0,34.0
Gregory Wolf,Semester 5,30.0,,,,45.0
Shane Humphrey,Semester 1,53.0,59.0,38.0,83.0,
Shane Humphrey,Semester 8,100.0,100.0,,92.0,45.0
Shane Humphrey,Semester 3,95.0,93.0,,,
Shane Humphrey,Semester 6,30.0,,86.0,71.0,73.0
Shane Humphrey,Semester 2,92.0,,,49.0,92.0
Shane Humphrey,Semester 4,,,,41.0,
Shane Humphrey,Semester 5,,73.0,,,36.0
Shane Humphrey,Semester 7,,54.0,49.0,85.0,
Anthony Salas,Semester 2,57.0,97.0,,65.0,53.0
Anthony Salas,Semester 1,39.0,,74.0,51.0,43.0
Anthony Salas,Semester 5,,40.0,40.0,85.0,
Anthony Salas,Semester 6,45.0,,,,
Anthony Salas,Semester 8,,,,87.0,57.0
Anthony Salas,Semester 4,,,,46.0,82.0
Anthony Salas,Semester 7,,39.0,91.0,35.0,
Anthony Salas,Semester 3,42.0,51.0,48.0,,
Michelle Robinson,Semester 6,,57.0,,,31.0
Michelle Robinson,Semester 7,,87.0,47.0,60.0,92.0
Michelle Robinson,Semester 2,,,,,58.0
John Garrett,Semester 2,,31.0,,,
John Garrett,Semester 4,59.0,35.0,,70.0,
John Garrett,Semester 3,,,,100.0,
Donald King,Semester 8,,,32.0,91.0,
Donald King,Semester 7,,100.0,95.0,,52.0
Donald King,Semester 1,84.0,70.0,81.0,45.0,
Donald King,Semester 4,,,99.0,75.0,95.0
Donald King,Semester 2,,33.0,78.0,40.0,
Donald King,Semester 3,,39.0,49.0,,
Donald King,Semester 5,38.0,,32.0,,35.0
Donald King,Semester 6,,54.0,51.0,30.0,65.0
Jonathan Sanford,Semester 1,,46.0,65.0,,87.0
Brenda Davenport,Semester 6,98.0,41.0,80.0,99.0,
Brenda Davenport,Semester 5,,,,48.0,55.0
Brenda Davenport,Semester 8,,,58.0,,
Brenda Davenport,Semester 4,,40.0,87.0,,86.0
Dr. Adrian Hart,Semester 2,96.0,,,,
Dr. Adrian Hart,Semester 8,98.0,74.0,33.0,70.0,75.0
Dr. Adrian Hart,Semester 7,79.0,77.0,,31.0,
Tiffany Shelton,Semester 3,89.0,,,,71.0
Tiffany Shelton,Semester 7,,66.0,100.0,,54.0
Robert Garcia,Semester 1,60.0,,66.0,99.0,48.0
Robert Garcia,Semester 2,,,51.0,,30.0
Robert Garcia,Semester 4,,,40.0,100.0,
Robert Garcia,Semester 3,78.0,79.0,91.0,52.0,
Robert Garcia,Semester 8,,94.0,,60.0,
Robert Garcia,Semester 5,33.0,,54.0,65.0,
Curtis Bernard,Semester 8,,,,,
Curtis Bernard,Semester 2,45.0,,,,
Curtis Bernard,Semester 3,,,,,32.0
Curtis Bernard,Semester 6,31.0,,42.0,67.0,
Curtis Bernard,Semester 4,,92.0,88.0,,51.0
Curtis Bernard,Semester 1,54.0,,34.0,,
Robert Johnson,Semester 5,83.0,,,53.0,
Robert Johnson,Semester 7,,,,58.0,87.0
Robert Johnson,Semester 4,,,98.0,55.0,
Robert Johnson,Semester 6,,,52.0,98.0,
Robert Johnson,Semester 8,50.0,,,55.0,
Kimberly Anderson,Semester 3,62.0,87.0,,,88.0
Kimberly Anderson,Semester 4,47.0,,37.0,,83.0
Kimberly Anderson,Semester 7,32.0,54.0,98.0,,88.0
Kimberly Anderson,Semester 5,67.0,70.0,,72.0,58.0
Kimberly Anderson,Semester 1,57.0,,47.0,55.0,30.0
Kimberly Anderson,Semester 2,,,,35.0,54.0
Kimberly Anderson,Semester 6,97.0,,74.0,,31.0
Diana Haynes,Semester 1,,,41.0,,
William Martin,Semester 8,89.0,,,,
William Martin,Semester 5,,59.0,50.0,36.0,69.0
Nathan Rodriguez,Semester 8,,95.0,,35.0,
Nathan Rodriguez,Semester 7,,,,55.0,
Nathan Rodriguez,Semester 2,,90.0,,,42.0
Anthony Smith,Semester 8,62.0,48.0,54.0,,
Anthony Smith,Semester 5,64.0,46.0,,45.0,53.0
Anthony Smith,Semester 6,47.0,,56.0,,
Anthony Smith,Semester 2,,100.0,94.0,95.0,
Anthony Smith,Semester 7,55.0,37.0,,41.0,
Anthony Smith,Semester 3,81.0,,,31.0,86.0
Anthony Smith,Semester 4,,86.0,61.0,77.0,
Anthony Smith,Semester 1,61.0,,,63.0,31.0
Lisa Fisher,Semester 8,49.0,32.0,,49.0,
Lisa Fisher,Semester 1,90.0,71.0,,72.0,80.0
Lisa Fisher,Semester 5,,,94.0,,
Brent Stanley,Semester 1,30.0,48.0,40.0,,98.0
Brent Stanley,Semester 5,95.0,,,,99.0
Brent Stanley,Semester 4,56.0,,,,60.0
Brent Stanley,Semester 8,,63.0,,52.0,32.0
Brent Stanley,Semester 7,,,,,47.0
Trevor Baker,Semester 2,85.0,84.0,,,33.0
Trevor Baker,Semester 6,,84.0,85.0,,
Trevor Baker,Semester 3,,,52.0,,
Trevor Baker,Semester 7,98.0,,,,
Trevor Baker,Semester 1,97.0,,,92.0,
Veronica Murphy,Semester 2,,89.0,,,
Veronica Murphy,Semester 5,,98.0,53.0,,39.0
Veronica Murphy,Semester 4,49.0,,36.0,97.0,
Larry Maldonado,Semester 7,,,30.0,88.0,86.0
Larry Maldonado,Semester 4,98.0,,,48.0,43.0
Larry Maldonado,Semester 8,,90.0,90.0,,70.0
Larry Maldonado,Semester 2,61.0,,,100.0,35.0
Larry Maldonado,Semester 6,90.0,97.0,73.0,,78.0
Larry Maldonado,Semester 1,92.0,96.0,51.0,70.0,42.0
Larry Maldonado,Semester 3,51.0,,50.0,46.0,75.0
Bonnie Booth,Semester 1,,,72.0,,
Bonnie Booth,Semester 5,52.0,,60.0,80.0,66.0
Bonnie Booth,Semester 4,,54.0,39.0,70.0,
Bonnie Booth,Semester 8,,,86.0,50.0,
Bonnie Booth,Semester 2,,,,,34.0
Bonnie Booth,Semester 3,48.0,53.0,73.0,36.0,38.0
Jason Hill,Semester 3,65.0,90.0,50.0,43.0,
Jason Hill,Semester 6,76.0,,74.0,,
Jason Hill,Semester 4,46.0,88.0,42.0,,
Jason Hill,Semester 1,,,,62.0,
Roger Rosario,Semester 3,,73.0,88.0,99.0,
Aaron Smith,Semester 1,61.0,,,47.0,71.0
Aaron Smith,Semester 7,85.0,79.0,,76.0,42.0
Aaron Smith,Semester 5,,,34.0,40.0,89.0
Aaron Smith,Semester 8,96.0,84.0,,,
Aaron Smith,Semester 4,51.0,88.0,63.0,98.0,
John Brooks,Semester 7,,55.0,,55.0,
John Brooks,Semester 4,74.0,,46.0,,54.0
John Brooks,Semester 8,,32.0,74.0,40.0,77.0
John Brooks,Semester 3,45.0,99.0,,93.0,
John Brooks,Semester 2,93.0,,,94.0,
Megan Parks,Semester 7,,34.0,98.0,,69.0
Megan Parks,Semester 5,,99.0,99.0,,
Megan Parks,Semester 3,41.0,85.0,52.0,,36.0
Megan Parks,Semester 4,70.0,,88.0,43.0,62.0
Megan Parks,Semester 1,,34.0,,,
Megan Parks,Semester 8,93.0,37.0,,,50.0
Megan Parks,Semester 2,,92.0,,,55.0
Megan Parks,Semester 6,,44.0,,,
Samantha Dixon,Semester 6,70.0,,,,65.0
Samantha Dixon,Semester 4,,,92.0,,41.0
Shelby Williams,Semester 8,,,,32.0,
Cathy Archer,Semester 2,56.0,,,44.0,36.0
Cathy Archer,Semester 4,96.0,81.0,,,
Lisa Castillo,Semester 2,,88.0,41.0,65.0,
Lisa Castillo,Semester 6,32.0,,,63.0,
Debra Higgins,Semester 8,,42.0,,35.0,89.0
Debra Higgins,Semester 3,32.0,,,,
Debra Higgins,Semester 2,,,,94.0,
Debra Higgins,Semester 1,65.0,,,,
Debra Higgins,Semester 5,87.0,,50.0,67.0,45.0
Brandon Contreras,Semester 8,99.0,46.0,63.0,,
Brandon Contreras,Semester 4,35.0,69.0,36.0,76.0,72.0
Brandon Contreras,Semester 5,,,,90.0,41.0
Brandon Contreras,Semester 1,54.0,96.0,47.0,35.0,
John Clarke,Semester 3,,,,52.0,
John Clarke,Semester 2,41.0,78.0,35.0,99.0,
Robert Smith,Semester 4,,,,,
Robert Smith,Semester 2,,35.0,,,34.0
Robert Smith,Semester 7,42.0,87.0,,,
Robert Smith,Semester 1,54.0,68.0,,86.0,34.0
Brian Farmer,Semester 2,60.0,91.0,,36.0,48.0
Brian Farmer,Semester 6,72.0,32.0,92.0,32.0,
Brian Farmer,Semester 7,93.0,64.0,45.0,,
Brian Farmer,Semester 4,61.0,66.0,,,56.0
Brian Farmer,Semester 3,,85.0,,63.0,77.0
Brian Farmer,Semester 1,42.0,,59.0,93.0,75.0
Brian Farmer,Semester 8,,,42.0,,75.0
Brian Farmer,Semester 5,,,67.0,88.0,
Rachel Zimmerman,Semester 3,33.0,,83.0,,68.0
Rachel Zimmerman,Semester 1,88.0,,42.0,,
Rachel Zimmerman,Semester 6,,85.0,,83.0,53.0
Rachel Zimmerman,Semester 7,,89.0,84.0,55.0,96.0
Rachel Zimmerman,Semester 2,75.0,32.0,73.0,100.0,81.0
Rachel Zimmerman,Semester 5,42.0,,,,
David Oliver,Semester 5,77.0,95.0,78.0,87.0,
David Oliver,Semester 8,,,91.0,49.0,82.0
David Oliver,Semester 2,95.0,47.0,34.0,,
David Oliver,Semester 4,33.0,41.0,48.0,,36.0
David Oliver,Semester 1,,61.0,,93.0,63.0
David Oliver,Semester 3,,43.0,,,
David Oliver,Semester 7,62.0,,100.0,97.0,
David Oliver,Semester 6,,,87.0,99.0,69.0
Bradley Sullivan,Semester 8,,,68.0,,
Bradley Sullivan,Semester 1,,56.0,,,
Ruben Ho,Semester 4,,,57.0,70.0,65.0
Ruben Ho,Semester 5,36.0,90.0,,,87.0
Ruben Ho,Semester 6,88.0,,100.0,37.0,
Ruben Ho,Semester 3,63.0,69.0,48.0,92.0,
Ruben Ho,Semester 8,,30.0,,,
Ruben Ho,Semester 7,,,,,79.0
Ruben Ho,Semester 2,81.0,39.0,52.0,60.0,
Kaitlin Simmons,Semester 2,78.0,53.0,,60.0,92.0
Kaitlin Simmons,Semester 1,,51.0,,,
Kaitlin Simmons,Semester 6,97.0,38.0,32.0,,
Kaitlin Simmons,Semester 8,40.0,,74.0,68.0,89.0
Michele Baker,Semester 4,60.0,,,,92.0
Michele Baker,Semester 8,,31.0,,61.0,37.0
Michele Baker,Semester 3,,66.0,,,48.0
Michele Baker,Semester 7,,93.0,,,
Michele Baker,Semester 6,,,74.0,,49.0
Angela Rodgers,Semester 3,42.0,36.0,51.0,,35.0
Angela Rodgers,Semester 8,35.0,,,77.0,58.0
Angela Rodgers,Semester 7,93.0,48.0,50.0,62.0,88.0
Angela Rodgers,Semester 5,65.0,,,77.0,95.0
Angela Rodgers,Semester 4,,75.0,92.0,,
Angela Rodgers,Semester 6,33.0,,,38.0,
Angela Rodgers,Semester 2,,,91.0,100.0,41.0
Angela Rodgers,Semester 1,,,72.0,82.0,
Joshua Thomas,Semester 5,57.0,,,,56.0
Joshua Thomas,Semester 8,,87.0,67.0,,
Joshua Thomas,Semester 6,51.0,60.0,,,81.0
Joshua Thomas,Semester 1,68.0,,65.0,,43.0
Joshua Thomas,Semester 3,,,,,93.0
Joshua Thomas,Semester 4,,,,63.0,36.0
Joshua Thomas,Semester 7,,96.0,97.0,,54.0
Joshua Thomas,Semester 2,48.0,87.0,99.0,73.0,
Elizabeth Le,Semester 1,,,,55.0,86.0
Elizabeth Le,Semester 3,70.0,,,,51.0
Elizabeth Le,Semester 5,48.0,,49.0,,40.0
Elizabeth Le,Semester 6,39.0,,,56.0,
Elizabeth Le,Semester 4,97.0,,88.0,84.0,50.0
Mary Robinson,Semester 6,,,74.0,74.0,
Mary Robinson,Semester 5,30.0,,,,55.0
Mary Robinson,Semester 3,,62.0,,,
Mary Robinson,Semester 1,,36.0,,,
Mary Robinson,Semester 8,78.0,,97.0,,
Mary Robinson,Semester 4,,,74.0,57.0,
Mary Robinson,Semester 2,,,40.0,52.0,
Mary Robinson,Semester 7,67.0,72.0,,60.0,72.0
Shannon Chavez,Semester 8,,,60.0,76.0,31.0
Shannon Chavez,Semester 2,52.0,,93.0,86.0,
Lisa Curtis,Semester 4,,,66.0,83.0,
Lisa Curtis,Semester 3,,,,,68.0
Lisa Curtis,Semester 5,58.0,,55.0,99.0,
Lisa Curtis,Semester 2,,,,,76.0
Lisa Curtis,Semester 7,,,57.0,,
Lisa Curtis,Semester 8,42.0,,,65.0,
Lisa Curtis,Semester 6,,,,97.0,
Lisa Curtis,Semester 1,94.0,,80.0,67.0,98.0
Angela Lyons,Semester 5,68.0,60.0,73.0,,
Angela Lyons,Semester 4,45.0,52.0,35.0,,46.0
Christopher Williams,Semester 7,,67.0,52.0,,42.0
Christopher Williams,Semester 4,84.0,,,,
Christopher Williams,Semester 8,45.0,63.0,,41.0,59.0
Christopher Williams,Semester 1,90.0,70.0,,92.0,
Linda Harmon,Semester 7,72.0,,,,
Linda Harmon,Semester 5,,72.0,,,33.0
Linda Harmon,Semester 6,44.0,,63.0,30.0,80.0
Cynthia Johnson,Semester 8,,,,86.0,84.0
Cynthia Johnson,Semester 6,39.0,46.0,,,
Cynthia Johnson,Semester 2,47.0,,70.0,,
Cynthia Johnson,Semester 1,74.0,,,76.0,
Mark Fields,Semester 6,,58.0,97.0,47.0,
Mark Fields,Semester 7,57.0,,48.0,63.0,
Mark Fields,Semester 8,96.0,,87.0,79.0,
Mark Fields,Semester 1,43.0,,69.0,34.0,
Mark Fields,Semester 4,,,47.0,,
Kristin Jones,Semester 5,,,,62.0,
Kristin Jones,Semester 6,57.0,,,,
Kristin Jones,Semester 7,,,,,
Kristin Jones,Semester 3,,99.0,,,
Kristin Jones,Semester 1,,,,60.0,
Kristin Jones,Semester 8,,,,49.0,40.0
Ernest Wells,Semester 1,30.0,47.0,67.0,38.0,
Ernest Wells,Semester 6,91.0,,,,88.0
Ernest Wells,Semester 7,30.0,,39.0,88.0,
Ernest Wells,Semester 4,,77.0,,,81.0
Ernest Wells,Semester 8,,,,97.0,
Ernest Wells,Semester 5,60.0,65.0,68.0,,46.0
Kaitlyn Acevedo,Semester 6,48.0,84.0,71.0,72.0,77.0
Kaitlyn Acevedo,Semester 5,60.0,70.0,47.0,,
Lisa Green,Semester 7,,35.0,,,
Lisa Green,Semester 4,71.0,,,,59.0
Lisa Green,Semester 2,90.0,,88.0,,
Lisa Green,Semester 3,,,,64.0,
Lisa Green,Semester 8,,,,,41.0
Linda Huber MD,Semester 8,43.0,99.0,,48.0,57.0
Philip Hughes,Semester 4,65.0,,94.0,47.0,78.0
Philip Hughes,Semester 5,84.0,89.0,85.0,69.0,86.0
Philip Hughes,Semester 1,99.0,,31.0,47.0,
Timothy Hinton,Semester 8,,,88.0,,
Timothy Hinton,Semester 5,,,,,60.0
Timothy Hinton,Semester 4,81.0,,89.0,72.0,
Mike Sherman,Semester 8,,,59.0,,
Mike Sherman,Semester 1,72.0,,,,
Mike Sherman,Semester 3,48.0,67.0,81.0,,69.0
Mike Sherman,Semester 6,,,,,
Vanessa Miller,Semester 7,,,35.0,,
Vanessa Miller,Semester 8,81.0,,,,
